"name_output","ind_output","referential_elements","W_elements","R2_elements"
"SN001_0028","8",2,0.386028280966692,0.808980876212229
"SN001_0028","8",2,0.13497793600003,0.960621148544925
"SN001_0028","8",2,0.843410826510752,0.000490699140953552
"SN001_0028","8",2,0.299359813414915,0.850658866567137
"SN001_0028","8",2,0.685092936173065,0.15880080002153
"SN001_0028","8",2,0.508903246285261,0.676840545228044
"SN001_0028","8",2,0.331350603595932,0.751190248073617
"SN001_0028","8",2,0.299896072630457,0.815696078439788
"SN001_0028","8",2,0.384364202627123,0.684971836990823
"SN001_0028","8",2,0.666886805039006,0.180633986817829
"SN001_0028","8",2,0.620074074514044,0.310231759731671
"SN001_0028","8",2,0.282041920123799,0.835821562574589
"SN001_0028","8",2,0.440718367055166,0.664142468425212
"SN001_0028","8",2,0.371196589343906,0.690636648893577
"SN001_0028","8",2,0.873911874391987,0.0023751366873679
"SN001_0028","8",2,0.367884720181593,0.793936775016467
"SN001_0028","8",2,0.630167803683957,0.401769631279588
"SN001_0028","8",2,0.303082910711275,0.848276889488309
"SN001_0028","8",2,0.227337433465896,0.92976097559249
"SN001_0028","8",2,0.544775703321198,0.495723119212619
"SN001_0028","8",2,0.705871833727406,0.312477247507925
"SN001_0028","8",2,0.696445878121498,0.0935629476575215
"SN001_0028","8",2,0.811340532032708,0.0893911215919039
"SN001_0028","8",2,0.24804931865651,0.890102743187167
"SN001_0028","8",2,0.35472443105626,0.818270862631543
"SN001_0028","8",2,0.545878041605504,0.537501658261904
"SN001_0028","8",2,0.442776752857009,0.562265432015778
"SN001_0028","8",2,0.497184965867918,0.511012062654147
"SN001_0028","8",2,0.349591623832753,0.766018066403398
"SN001_0028","8",2,0.640010765299894,0.282396070178211
"SN001_0028","8",2,0.911532765348907,0.0791210690607255
"SN001_0028","8",2,0.134964902405058,0.96241079748423
"SN001_0028","8",2,0.511175872201302,0.51564641518258
"SN001_0028","8",2,1.06864872536169,0.00500955501780244
"SN001_0028","8",2,0.424476338404365,0.66066960654477
"SN001_0028","8",2,0.632917710824646,0.279390660454096
"SN001_0028","8",2,0.360477151622906,0.766392419547857
"SN001_0028","8",2,0.584504726919305,0.414899660908267
"SN001_0028","8",2,0.554164781228925,0.553509839863018
"SN001_0028","8",2,0.402738027410737,0.692061568136096
"SN001_0028","8",2,0.676721915658059,0.271547501488997
"SN001_0028","8",2,0.724265290878086,0.122062514387238
"SN001_0028","8",2,0.691854887220701,0.195804932747257
"SN001_0028","8",2,0.50285774480497,0.430544543788555
"SN001_0028","8",2,0.673061364532002,0.35490865540884
"SN001_0028","8",2,0.654107724364276,0.342283196286536
"SN001_0028","8",2,0.293053606866807,0.824044069899072
"SN001_0028","8",2,0.629079575701502,0.286835701645108
"SN001_0028","8",2,0.560989477729284,0.55297784404573
"SN001_0028","8",2,0.614091900903294,0.345150020124553
"SN001_0028","8",2,0.399404295034739,0.689818117211365
"SN001_0028","8",2,0.867685339016294,0.181395109985444
"SN001_0028","8",2,0.287984949246685,0.845163132359488
"SN001_0028","8",2,0.51501746813829,0.471727753757572
"SN001_0028","8",2,0.71932645785358,0.32334787689579
"SN001_0028","8",2,0.483820265174782,0.489336342749203
"SN001_0028","8",2,0.640100295451397,0.183990119874415
"SN001_0028","8",2,0.836014393990543,0.123368188861291
"SN001_0028","8",2,0.719338295231554,0.0710950428566063
"SN001_0028","8",2,0.754631374521632,0.1130465331966
"SN001_0028","8",2,0.305456947321052,0.79708587053217
"SN001_0028","8",2,0.447131403028643,0.625165266098276
"SN001_0028","8",2,0.505816268119238,0.495560906531628
"SN001_0028","8",2,0.402307646660804,0.650409416531203
"SN001_0028","8",2,0.441393513808193,0.563729931988142
"SN001_0028","8",2,0.466241781183643,0.505696471912795
"SN001_0028","8",2,0.894112372837951,0.17265895377199
"SN001_0028","8",2,0.492710256182435,0.456079710992725
"SN001_0028","8",2,0.849659009229645,0.0848975669298432
"SN001_0028","8",2,0.34903758219127,0.741328346474208
"SN001_0028","8",2,0.584036267224369,0.263215088895975
"SN001_0028","8",2,0.631358619364552,0.363062033523157
"SN001_0028","8",2,0.794935820865365,0.185677938911808
"SN001_0028","8",2,0.746564480778191,0.155155694529442
"SN001_0028","8",2,0.190370121005638,0.935057704492637
"SN001_0028","8",2,0.719173362448584,0.37538339806448
"SN001_0028","8",2,0.746572209309256,0.0374548484218649
"SN001_0028","8",2,0.587735603499364,0.314178893762705
"SN001_0028","8",2,0.982817738918499,0.0152968396624397
"SN001_0028","8",2,0.0990838506013934,0.978932386166288
"SN001_0028","8",2,0.463777500439003,0.539460185242575
"SN001_0028","8",2,0.931735360584322,0.0562591278580813
"SN001_0028","8",2,0.220902733011404,0.957344401314034
"SN001_0028","8",2,0.231773353537574,0.886975817199621
"SN001_0028","8",2,0.440237686662209,0.5999324491505
"SN001_0028","8",2,0.223891575409468,0.891609690911415
"SN001_0028","8",2,0.974401203021094,4.26258222939753e-05
"SN001_0028","8",2,0.501207840199276,0.763009343285767
"SN001_0028","8",2,0.457211825411107,0.56066475048375
"SN001_0028","8",2,0.893372005374567,0.0131835675042342
"SN001_0028","8",2,0.266435696257415,0.848235493590379
"SN001_0028","8",2,0.326572562933414,0.766914301789287
"SN001_0028","8",2,0.238463547350182,0.916582775027545
"SN001_0028","8",2,0.47920120762162,0.510494235885579
"SN001_0028","8",2,0.438101118352071,0.594505186447681
"SN001_0028","8",2,0.457805965908275,0.821431735452873
"SN001_0028","8",2,0.631237321852694,0.315289767604482
"SN001_0028","8",2,0.483433509145805,0.612183285698782
"SN001_0028","8",2,0.23688013206518,0.875688449034481
"SN001_0028","8",2,0.450929172525348,0.549795237037565
"SN001_0028","8",2,0.358893743089507,0.726110089465122
"SN001_0028","8",2,0.114555048489887,0.976853225005131
"SN001_0028","8",2,1.14479505505751,0.0117789323190853
"SN001_0028","8",2,0.470640501454767,0.515626169508566
"SN001_0028","8",2,0.328724506545917,0.78962255735136
"SN001_0028","8",2,0.833503578832246,0.187148275268795
"SN001_0028","8",2,0.529767178286063,0.395887596067568
"SN001_0028","8",2,0.614906971650598,0.171469121020009
"SN001_0028","8",2,0.545910040009259,0.468563646970939
"SN001_0028","8",2,0.430258330117114,0.704739330916676
"SN001_0028","8",2,0.522843430927688,0.398445646836711
"SN001_0028","8",2,0.554908252974544,0.376084841810923
"SN001_0028","8",2,0.503220811279806,0.449612512909601
"SN001_0028","8",2,0.21874782933456,0.893402198981926
"SN001_0028","8",2,0.902230062506786,0.00608274548689001
"SN001_0028","8",2,0.14339194643429,0.963067033969976
"SN001_0028","8",2,0.367694651091517,0.701515362250799
"SN001_0028","8",2,0.880698957409834,0.0128623868328377
"SN001_0028","8",2,0.512941010709003,0.443553683350093
"SN001_0028","8",2,0.669011433704133,0.396204647855331
"SN001_0028","8",2,0.521294004783717,0.415689394162358
"SN001_0028","8",2,0.498894024292005,0.572372733550615
"SN001_0028","8",2,0.125487977660927,0.976640225770986
"SN001_0028","8",2,0.162745246509405,0.947292628906207
"SN001_0028","8",2,0.459836807607341,0.541390240649002
"SN001_0028","8",2,0.280644651000383,0.84776243398555
"SN001_0028","8",2,1.00232620952165,0.00331828716390735
"SN001_0028","8",2,0.307647267597374,0.836068197530387
"SN001_0028","8",2,0.469766776104097,0.524938808918794
"SN001_0028","8",2,0.575042052884207,0.347576854022618
"SN001_0028","8",2,0.502617792690122,0.502143145904163
"SN001_0028","8",2,0.226658652671705,0.895079504885693
"SN001_0028","8",2,0.724987857819187,0.295939758132528
"SN001_0028","8",2,0.887075654307613,0.0287268467361311
"SN001_0028","8",2,0.299753701185418,0.809318328488665
"SN001_0028","8",2,0.366940462403339,0.704350784408834
"SN001_0028","8",2,0.432929289499932,0.581953058210695
"SN001_0028","8",2,0.466954541395611,0.513458938040336
"SN001_0028","8",2,0.268340281651478,0.884123765657332
"SN001_0028","8",2,0.609008879453821,0.184692196926118
"SN001_0028","8",2,0.426981381847963,0.644890437775841
"SN001_0028","8",2,0.26437991594389,0.888083172168021
"SN001_0028","8",2,0.359153380490821,0.71707032468954
"SN001_0028","8",2,0.250279610219548,0.866508797883738
"SN001_0028","8",2,0.299703825803427,0.83196722353706
"SN001_0028","8",2,0.919340516613019,0.0162875420334224
"SN001_0028","8",2,0.575205437620791,0.425675267003034
"SN001_0028","8",2,0.374075089619892,0.701747968772551
"SN001_0028","8",2,0.912332847025373,0.00426059486407775
"SN001_0028","8",2,0.369114337943278,0.706909055136981
"SN001_0028","8",2,0.409213401871736,0.627769385524103
"SN001_0028","8",2,0.962762383987574,0.0128354654520856
"SN001_0028","8",2,0.474403766517088,0.516252542604722
"SN001_0028","8",2,0.424165861503278,0.624695084920351
"SN001_0028","8",2,0.993879517548847,0.0306952797651308
"SN001_0028","8",2,0.47422630793083,0.582885258518682
"SN001_0028","8",2,0.939927009181511,0.0298400365921035
"SN001_0028","8",2,0.379716428503058,0.717145394483588
"SN001_0028","8",2,0.864222243135392,0.0704944441303053
"SN001_0028","8",2,0.143465048734041,0.957054174619133
"SN001_0028","8",2,0.409413895388381,0.649430607691769
"SN001_0028","8",2,0.419366159334542,0.653024930535024
"SN001_0030","0",1,0.447830958691095,0.745965992485447
"SN001_0030","0",1,0.216967226507397,0.903598339289352
"SN001_0030","0",1,0.0751580782940872,0.990458305970169
"SN001_0030","0",1,0.333096722266859,0.766928868193459
"SN001_0030","0",1,0.284629538414576,0.817677049733436
"SN001_0030","0",1,0.248329845318991,0.870090110125945
"SN001_0030","0",1,0.291995064287655,0.824926062091764
"SN001_0030","0",1,0.225121860929511,0.932954010388343
"SN001_0030","0",1,0.351582845611779,0.72224210379395
"SN001_0030","0",1,0.310631308425594,0.87742386833326
"SN001_0030","0",1,0.398295035812314,0.672806448351114
"SN001_0030","0",1,0.730993632393328,0.0760911470466261
"SN001_0030","0",1,0.339081549995833,0.744344958417304
"SN001_0030","0",1,0.108046756209746,0.985537369844773
"SN001_0030","0",1,0.106910391693709,0.986391626264633
"SN001_0030","0",1,0.140079439915148,0.958943763158374
"SN001_0030","0",1,0.364562322710108,0.731720767158654
"SN001_0030","0",1,0.290536826824147,0.887456912780452
"SN001_0030","0",1,0.319515136362318,0.785355943933277
"SN001_0030","0",1,0.681797598734341,0.241016329945338
"SN001_0030","0",1,0.616278785755992,0.167449773569859
"SN001_0030","0",1,0.228922297607174,0.903116254350074
"SN001_0030","0",1,0.256765049086885,0.892857650487558
"SN001_0030","0",1,0.378785222337093,0.702664547221767
"SN001_0030","0",1,0.734688038876764,0.048760937397293
"SN001_0030","0",1,0.656037490389863,0.214304684778641
"SN001_0030","0",1,0.311758140931273,0.783985819834641
"SN001_0030","0",1,0.84611144157129,0.403000982577189
"SN001_0030","0",1,0.363925933726764,0.819976222716037
"SN001_0030","0",1,0.172598085674686,0.952615893818607
"SN001_0030","0",1,0.406788406949346,0.655285945873055
"SN001_0030","0",1,0.118153730390438,0.981760236068506
"SN001_0030","0",1,0.852404395237109,0.0397234035647414
"SN001_0030","0",1,0.164422546912268,0.95131187374759
"SN001_0030","0",1,0.230083184556275,0.907776438712587
"SN001_0030","0",1,0.390188136736828,0.68589102532858
"SN001_0030","0",1,0.58607562850192,0.306824699600063
"SN001_0030","0",1,0.377245718087536,0.706869603668696
"SN001_0030","0",1,0.823403986072061,0.0249436521933407
"SN001_0030","0",1,0.602450663527068,0.511697794119359
"SN001_0030","0",1,0.52731531375102,0.470335415808094
"SN001_0030","0",1,0.445653410887343,0.583737952072607
"SN001_0030","0",1,0.389212273963542,0.686192830399915
"SN001_0030","0",1,0.447696615377574,0.580406505279637
"SN001_0030","0",1,0.497694919799054,0.543436711283475
"SN001_0030","0",1,0.356718030680138,0.747905876654704
"SN001_0030","0",1,0.172931179770217,0.962495830011076
"SN001_0030","0",1,0.742396600686224,0.288205742369593
"SN001_0030","0",1,0.268728860809638,0.892988122465606
"SN001_0030","0",1,0.374771248772839,0.709855143258618
"SN001_0030","0",1,0.359154573806532,0.737061493022264
"SN001_0030","0",1,0.810409459546873,0.266897995257893
"SN001_0030","0",1,0.254131290613954,0.855371341670172
"SN001_0030","0",1,0.613460004426925,0.388509473988346
"SN001_0030","0",1,0.604634709440398,0.461865661714849
"SN001_0030","0",1,0.288157753583577,0.824289417504324
"SN001_0030","0",1,0.284480188153715,0.839781833052387
"SN001_0030","0",1,0.951539016145562,0.0597242614923907
"SN001_0030","0",1,0.696965673863074,0.315936078145398
"SN001_0030","0",1,0.434112668543725,0.638726904188411
"SN001_0030","0",1,0.701708145415369,0.294665669156435
"SN001_0030","0",1,0.305075723312504,0.799069624258768
"SN001_0030","0",1,0.549855263009601,0.322121977342639
"SN001_0030","0",1,0.145303582611315,0.969219543228621
"SN001_0030","0",1,0.775342423471216,0.23718513160845
"SN001_0030","0",1,0.141508101813321,0.959629406103471
"SN001_0030","0",1,0.637794911676517,0.385937727622979
"SN001_0030","0",1,0.833098203166943,0.216014344328324
"SN001_0030","0",1,0.314523241469653,0.82005707342588
"SN001_0030","0",1,0.565532126971687,0.377741084340125
"SN001_0030","0",1,0.58963346414174,0.361440118001793
"SN001_0030","0",1,0.389269593581373,0.659100723337854
"SN001_0030","0",1,0.189870190407097,0.935729308615862
"SN001_0030","0",1,0.228745942740785,0.89043729778338
"SN001_0030","0",1,0.670474093513711,0.279611174943759
"SN001_0030","0",1,0.475262630540247,0.599922656984441
"SN001_0030","0",1,0.310872009648041,0.832916418015783
"SN001_0030","0",1,0.401619028762132,0.68536871203873
"SN001_0030","0",1,0.938987056641254,0.0989476052752756
"SN001_0030","0",1,0.40760250250049,0.657076300343306
"SN001_0030","0",1,0.550308584290731,0.486719109545878
"SN001_0030","0",1,0.240015158040933,0.877586356859116
"SN001_0030","0",1,1.16874058422199,0.0018512453414817
"SN001_0030","0",1,0.278769253631662,0.854785866517371
"SN001_0030","0",1,0.0850511907794065,0.985303417610275
"SN001_0030","0",1,0.667992595135176,0.279632422808651
"SN001_0030","0",1,0.521784146180886,0.403188045423515
"SN001_0030","0",1,0.189491565808512,0.951893067414446
"SN001_0030","0",1,0.640233078530519,0.111686123300057
"SN001_0030","0",1,0.402403459831458,0.660731925848314
"SN001_0030","0",1,0.229125348911273,0.910675742788313
"SN001_0030","0",1,0.615858824945988,0.399831616855443
"SN001_0030","0",1,0.763507640409586,0.314124043352818
"SN001_0030","0",1,0.468663669869749,0.605473508523097
"SN001_0030","0",1,0.427720762939888,0.592024655338076
"SN001_0030","0",1,0.749714751624924,0.222876319949352
"SN001_0030","0",1,0.656772769145132,0.161977210083715
"SN001_0030","0",1,0.230427577252852,0.885013008028848
"SN001_0030","0",1,0.570503369817647,0.28268456811372
"SN001_0030","0",1,1.01380141239384,0.00351169959316818
"SN001_0030","0",1,0.413360244585456,0.740582823155791
"SN001_0030","0",1,0.661790781676255,0.378876062256705
"SN001_0030","0",1,0.95618200263047,0.0408676452463734
"SN001_0030","0",1,0.27032295281514,0.857205128658828
"SN001_0030","0",1,0.352197538531795,0.754332684197199
"SN001_0030","0",1,0.290292107139979,0.819865042113867
"SN001_0030","0",1,0.379892813683869,0.77787078030873
"SN001_0030","0",1,0.193580182714898,0.935441430792599
"SN001_0030","0",1,0.537352125840414,0.387244437491051
"SN001_0030","0",1,0.520122544673976,0.515125267056828
"SN001_0030","0",1,0.269114943077209,0.862875711368374
"SN001_0030","0",1,0.192228291854367,0.919640251174639
"SN001_0030","0",1,0.54610706370847,0.344783464219437
"SN001_0030","0",1,0.622324495108904,0.406996059169665
"SN001_0030","0",1,0.404961796477787,0.714794972052207
"SN001_0030","0",1,0.209724526174477,0.936528870578781
"SN001_0030","0",1,0.16387240028281,0.954754485793367
"SN001_0030","0",1,0.557250637150679,0.492365412286969
"SN001_0030","0",1,0.231284612430539,0.887023803207361
"SN001_0030","0",1,1.14874095386083,0.016017474283184
"SN001_0030","0",1,0.25792614668778,0.858729073558021
"SN001_0030","0",1,0.0899086470288083,0.991885347029329
"SN001_0030","0",1,0.582678853261191,0.449545276481491
"SN001_0030","0",1,0.567449528881367,0.271167517350015
"SN001_0030","0",1,0.302046443342313,0.810053189740995
"SN001_0030","0",1,0.666806942261151,0.197157451285594
"SN001_0030","0",1,0.611404218049557,0.428994514049202
"SN001_0030","0",1,0.132331040779244,0.962568650905078
"SN001_0030","0",1,0.381515117120378,0.68433689133561
"SN001_0030","0",1,0.504049633091759,0.440252510955076
"SN001_0030","0",1,0.608441659371629,0.269728648735622
"SN001_0030","0",1,0.356037563349787,0.724426323787262
